filename,date,year,month,day,issue_number,url,local_path,status,size_bytes,error
kev_20200617_93.pdf,2020-06-17,2020,6,17,93,https://koszeg.hu/pictures/koszeg/kev/kev_20200617_93.pdf,koszeg_es_videke_archive\pdf\2020\kev_20200617_93.pdf,downloaded,6209458,
kev_20200715_94.pdf,2020-07-15,2020,7,15,94,https://koszeg.hu/pictures/koszeg/kev/kev_20200715_94.pdf,koszeg_es_videke_archive\pdf\2020\kev_20200715_94.pdf,downloaded,6250183,
kev_20200824_95.pdf,2020-08-24,2020,8,24,95,https://koszeg.hu/pictures/koszeg/kev/kev_20200824_95.pdf,koszeg_es_videke_archive\pdf\2020\kev_20200824_95.pdf,downloaded,6607812,
kev_20200916_96.pdf,2020-09-16,2020,9,16,96,https://koszeg.hu/pictures/koszeg/kev/kev_20200916_96.pdf,koszeg_es_videke_archive\pdf\2020\kev_20200916_96.pdf,downloaded,5614172,
kev_20201015_97.pdf,2020-10-15,2020,10,15,97,https://koszeg.hu/pictures/koszeg/kev/kev_20201015_97.pdf,koszeg_es_videke_archive\pdf\2020\kev_20201015_97.pdf,downloaded,5993045,
kev_20201119_98.pdf,2020-11-19,2020,11,19,98,https://koszeg.hu/pictures/koszeg/kev/kev_20201119_98.pdf,koszeg_es_videke_archive\pdf\2020\kev_20201119_98.pdf,downloaded,6653577,
kev_20201217_99.pdf,2020-12-17,2020,12,17,99,https://koszeg.hu/pictures/koszeg/kev/kev_20201217_99.pdf,koszeg_es_videke_archive\pdf\2020\kev_20201217_99.pdf,downloaded,9391851,
kev_20210120_100.pdf,2021-01-20,2021,1,20,100,https://koszeg.hu/pictures/koszeg/kev/kev_20210120_100.pdf,koszeg_es_videke_archive\pdf\2021\kev_20210120_100.pdf,downloaded,6968864,
kev_20210217_101.pdf,2021-02-17,2021,2,17,101,https://koszeg.hu/pictures/koszeg/kev/kev_20210217_101.pdf,koszeg_es_videke_archive\pdf\2021\kev_20210217_101.pdf,downloaded,11219043,
kev_20210322_102.pdf,2021-03-22,2021,3,22,102,https://koszeg.hu/pictures/koszeg/kev/kev_20210322_102.pdf,koszeg_es_videke_archive\pdf\2021\kev_20210322_102.pdf,downloaded,6279657,
kev_20210421_103.pdf,2021-04-21,2021,4,21,103,https://koszeg.hu/pictures/koszeg/kev/kev_20210421_103.pdf,koszeg_es_videke_archive\pdf\2021\kev_20210421_103.pdf,downloaded,6619682,
kev_20210519_104.pdf,2021-05-19,2021,5,19,104,https://koszeg.hu/pictures/koszeg/kev/kev_20210519_104.pdf,koszeg_es_videke_archive\pdf\2021\kev_20210519_104.pdf,downloaded,8956153,
kev_20210617_105.pdf,2021-06-17,2021,6,17,105,https://koszeg.hu/pictures/koszeg/kev/kev_20210617_105.pdf,koszeg_es_videke_archive\pdf\2021\kev_20210617_105.pdf,downloaded,6454619,
kev_20210721_106.pdf,2021-07-21,2021,7,21,106,https://koszeg.hu/pictures/koszeg/kev/kev_20210721_106.pdf,koszeg_es_videke_archive\pdf\2021\kev_20210721_106.pdf,downloaded,6827147,
kev_20210818_107.pdf,2021-08-18,2021,8,18,107,https://koszeg.hu/pictures/koszeg/kev/kev_20210818_107.pdf,koszeg_es_videke_archive\pdf\2021\kev_20210818_107.pdf,downloaded,8778195,
kev_20210914_108.pdf,2021-09-14,2021,9,14,108,https://koszeg.hu/pictures/koszeg/kev/kev_20210914_108.pdf,koszeg_es_videke_archive\pdf\2021\kev_20210914_108.pdf,downloaded,6770734,
kev_20211018_109.pdf,2021-10-18,2021,10,18,109,https://koszeg.hu/pictures/koszeg/kev/kev_20211018_109.pdf,koszeg_es_videke_archive\pdf\2021\kev_20211018_109.pdf,downloaded,7591827,
kev_20211115_110.pdf,2021-11-15,2021,11,15,110,https://koszeg.hu/pictures/koszeg/kev/kev_20211115_110.pdf,koszeg_es_videke_archive\pdf\2021\kev_20211115_110.pdf,downloaded,7471412,
kev_20211213_111.pdf,2021-12-13,2021,12,13,111,https://koszeg.hu/pictures/koszeg/kev/kev_20211213_111.pdf,koszeg_es_videke_archive\pdf\2021\kev_20211213_111.pdf,downloaded,9309569,
kev_20220117_112.pdf,2022-01-17,2022,1,17,112,https://koszeg.hu/pictures/koszeg/kev/kev_20220117_112.pdf,koszeg_es_videke_archive\pdf\2022\kev_20220117_112.pdf,downloaded,7706249,
kev_20220214_113.pdf,2022-02-14,2022,2,14,113,https://koszeg.hu/pictures/koszeg/kev/kev_20220214_113.pdf,koszeg_es_videke_archive\pdf\2022\kev_20220214_113.pdf,downloaded,7648303,
kev_20220314_114.pdf,2022-03-14,2022,3,14,114,https://koszeg.hu/pictures/koszeg/kev/kev_20220314_114.pdf,koszeg_es_videke_archive\pdf\2022\kev_20220314_114.pdf,downloaded,8972974,
kev_20220411_115.pdf,2022-04-11,2022,4,11,115,https://koszeg.hu/pictures/koszeg/kev/kev_20220411_115.pdf,koszeg_es_videke_archive\pdf\2022\kev_20220411_115.pdf,downloaded,8101617,
kev_20220509_116.pdf,2022-05-09,2022,5,9,116,https://koszeg.hu/pictures/koszeg/kev/kev_20220509_116.pdf,koszeg_es_videke_archive\pdf\2022\kev_20220509_116.pdf,downloaded,8741754,
kev_20220613_117.pdf,2022-06-13,2022,6,13,117,https://koszeg.hu/pictures/koszeg/kev/kev_20220613_117.pdf,koszeg_es_videke_archive\pdf\2022\kev_20220613_117.pdf,downloaded,8692364,
kev_20220711_118.pdf,2022-07-11,2022,7,11,118,https://koszeg.hu/pictures/koszeg/kev/kev_20220711_118.pdf,koszeg_es_videke_archive\pdf\2022\kev_20220711_118.pdf,downloaded,8663627,
kev_20220815_119.pdf,2022-08-15,2022,8,15,119,https://koszeg.hu/pictures/koszeg/kev/kev_20220815_119.pdf,koszeg_es_videke_archive\pdf\2022\kev_20220815_119.pdf,downloaded,8920356,
kev_20220912_120.pdf,2022-09-12,2022,9,12,120,https://koszeg.hu/pictures/koszeg/kev/kev_20220912_120.pdf,koszeg_es_videke_archive\pdf\2022\kev_20220912_120.pdf,downloaded,8499705,
kev_20221010_121.pdf,2022-10-10,2022,10,10,121,https://koszeg.hu/pictures/koszeg/kev/kev_20221010_121.pdf,koszeg_es_videke_archive\pdf\2022\kev_20221010_121.pdf,downloaded,11750519,
kev_20221114_122.pdf,2022-11-14,2022,11,14,122,https://koszeg.hu/pictures/koszeg/kev/kev_20221114_122.pdf,koszeg_es_videke_archive\pdf\2022\kev_20221114_122.pdf,downloaded,8776228,
kev_20221212_123.pdf,2022-12-12,2022,12,12,123,https://koszeg.hu/pictures/koszeg/kev/kev_20221212_123.pdf,koszeg_es_videke_archive\pdf\2022\kev_20221212_123.pdf,downloaded,9835371,
kev_20230118_124.pdf,2023-01-18,2023,1,18,124,https://koszeg.hu/pictures/koszeg/kev/kev_20230118_124.pdf,koszeg_es_videke_archive\pdf\2023\kev_20230118_124.pdf,downloaded,12677124,
kev_20230213_125.pdf,2023-02-13,2023,2,13,125,https://koszeg.hu/pictures/koszeg/kev/kev_20230213_125.pdf,koszeg_es_videke_archive\pdf\2023\kev_20230213_125.pdf,downloaded,18015646,
kev_20230313_126.pdf,2023-03-13,2023,3,13,126,https://koszeg.hu/pictures/koszeg/kev/kev_20230313_126.pdf,koszeg_es_videke_archive\pdf\2023\kev_20230313_126.pdf,downloaded,12577353,
kev_20230417_127.pdf,2023-04-17,2023,4,17,127,https://koszeg.hu/pictures/koszeg/kev/kev_20230417_127.pdf,koszeg_es_videke_archive\pdf\2023\kev_20230417_127.pdf,downloaded,12965630,
kev_20230515_128.pdf,2023-05-15,2023,5,15,128,https://koszeg.hu/pictures/koszeg/kev/kev_20230515_128.pdf,koszeg_es_videke_archive\pdf\2023\kev_20230515_128.pdf,downloaded,16250412,
kev_20230612_129.pdf,2023-06-12,2023,6,12,129,https://koszeg.hu/pictures/koszeg/kev/kev_20230612_129.pdf,koszeg_es_videke_archive\pdf\2023\kev_20230612_129.pdf,downloaded,14340453,
kev_20230710_130.pdf,2023-07-10,2023,7,10,130,https://koszeg.hu/pictures/koszeg/kev/kev_20230710_130.pdf,koszeg_es_videke_archive\pdf\2023\kev_20230710_130.pdf,downloaded,13508529,
kev_20230815_131.pdf,2023-08-15,2023,8,15,131,https://koszeg.hu/pictures/koszeg/kev/kev_20230815_131.pdf,koszeg_es_videke_archive\pdf\2023\kev_20230815_131.pdf,downloaded,13855168,
kev_20230918_132.pdf,2023-09-18,2023,9,18,132,https://koszeg.hu/pictures/koszeg/kev/kev_20230918_132.pdf,koszeg_es_videke_archive\pdf\2023\kev_20230918_132.pdf,downloaded,13333742,
kev_20231016_133.pdf,2023-10-16,2023,10,16,133,https://koszeg.hu/pictures/koszeg/kev/kev_20231016_133.pdf,koszeg_es_videke_archive\pdf\2023\kev_20231016_133.pdf,downloaded,12759252,
kev_20231113_134.pdf,2023-11-13,2023,11,13,134,https://koszeg.hu/pictures/koszeg/kev/kev_20231113_134.pdf,koszeg_es_videke_archive\pdf\2023\kev_20231113_134.pdf,downloaded,11374446,
kev_20231211_135.pdf,2023-12-11,2023,12,11,135,https://koszeg.hu/pictures/koszeg/kev/kev_20231211_135.pdf,koszeg_es_videke_archive\pdf\2023\kev_20231211_135.pdf,downloaded,12671575,
kev_20240115_136.pdf,2024-01-15,2024,1,15,136,https://koszeg.hu/pictures/koszeg/kev/kev_20240115_136.pdf,koszeg_es_videke_archive\pdf\2024\kev_20240115_136.pdf,downloaded,16319766,
kev_20240212_137.pdf,2024-02-12,2024,2,12,137,https://koszeg.hu/pictures/koszeg/kev/kev_20240212_137.pdf,koszeg_es_videke_archive\pdf\2024\kev_20240212_137.pdf,downloaded,8825659,
kev_20240311_138.pdf,2024-03-11,2024,3,11,138,https://koszeg.hu/pictures/koszeg/kev/kev_20240311_138.pdf,koszeg_es_videke_archive\pdf\2024\kev_20240311_138.pdf,downloaded,13390381,
kev_20240415_139.pdf,2024-04-15,2024,4,15,139,https://koszeg.hu/pictures/koszeg/kev/kev_20240415_139.pdf,koszeg_es_videke_archive\pdf\2024\kev_20240415_139.pdf,downloaded,11362320,
kev_20240513_140.pdf,2024-05-13,2024,5,13,140,https://koszeg.hu/pictures/koszeg/kev/kev_20240513_140.pdf,koszeg_es_videke_archive\pdf\2024\kev_20240513_140.pdf,downloaded,15244396,
kev_20240617_141.pdf,2024-06-17,2024,6,17,141,https://koszeg.hu/pictures/koszeg/kev/kev_20240617_141.pdf,koszeg_es_videke_archive\pdf\2024\kev_20240617_141.pdf,downloaded,12815095,
